mm_mixed_mode_EVS5,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,G027A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
5,1,1,1,3,2,3,1,2,9,8,1,2,2,5,1,2,2,4,2,2,2,4,1,1,2,2,2,2,1,3,4,2,3,3,4,4,1,2,3,3,3,2,3,2,3,5,6,5,7,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,7,4,2,3,1,0,27601,8,1,9,9,4,10,10,8,7,10,8,1,1,1,3,3,3,2,2,3,4,2,4,0,5,1,6,1,3,2,4,10,9,8,9,10,9,10,1,7,2,3,2,2,1,2,2,2,2,2,2,1997,20,1,6,2,0,4,3,2,0,0,3,2,3,2,6,0,0,0,0,2,0,0,0,8
5,1,1,1,3,1,3,1,2,10,8,2,2,2,4,2,4,4,2,2,2,2,2,1,2,1,2,2,2,1,4,3,2,3,1,3,3,4,2,1,1,2,1,3,2,2,6,8,2,2,2,3,2,2,1,1,3,3,1,1,1,3,2,2,1,1,6,1,3,3,1,0,27602,2,1,9,8,2,8,10,5,3,9,7,1,1,1,4,3,3,1,2,3,4,1,8,0,7,1,6,2,1,1,1,3,5,3,3,6,6,6,3,1,2,3,2,2,1,1,1,3,4,4,1,1938,79,1,1,1,1,2,3,2,3,2,2,1,3,2,4,4,2,72,0,6,52,0,0,4
5,2,2,2,3,1,3,1,3,7,8,2,2,3,3,3,3,4,2,2,1,1,2,1,2,2,4,4,4,1,3,3,2,3,2,3,3,2,2,1,1,2,1,2,1,3,7,8,6,8,2,4,2,3,2,1,4,2,4,4,4,4,4,3,2,3,7,4,2,4,1,0,27601,10,1,10,10,1,10,10,2,1,10,9,1,1,1,4,3,4,1,1,4,4,2,7,0,7,1,3,1,1,1,1,9,3,6,6,7,2,3,1,1,1,3,2,3,2,1,1,1,4,4,1,1985,32,1,6,1,0,1,3,2,0,0,2,1,3,2,1,0,2,54,0,6,0,0,0,2
5,1,2,2,1,3,2,2,2,9,7,1,1,2,4,2,5,3,2,2,4,2,4,1,2,2,2,2,2,2,3,3,3,4,3,4,4,2,3,1,3,1,1,2,1,2,4,3,5,0,8,1,3,1,2,3,2,2,2,2,2,2,4,2,2,3,6,4,4,4,1,0,27607,9,1,10,9,2,10,10,7,1,10,8,1,1,1,4,4,4,2,1,4,4,1,4,0,7,2,1,1,2,1,2,10,2,5,2,7,3,4,2,2,4,4,2,2,3,3,2,3,4,4,1,1951,66,1,1,1,2,2,8,3,6,3,3,2,3,2,4,3,2,25,0,3,23,0,0,6
5,1,2,1,1,1,3,1,2,10,10,2,1,2,5,1,1,4,2,4,2,1,5,1,2,2,3,2,2,3,4,4,4,4,2,1,4,1,2,2,2,1,1,3,2,3,8,8,5,4,1,3,2,3,4,2,2,2,3,3,2,2,2,3,2,3,7,4,2,4,1,0,27603,7,1,10,6,1,10,10,1,1,10,9,1,1,1,4,4,4,2,1,3,4,0,8,0,2,1,7,1,1,1,1,10,4,5,10,5,5,10,1,1,4,1,3,3,3,2,2,1,4,4,2,1971,46,1,1,1,2,2,5,3,3,2,3,2,3,2,1,1,2,24,0,3,54,0,0,0
5,1,1,1,1,1,3,2,1,7,5,2,1,3,3,3,3,2,4,2,2,4,4,2,2,3,4,3,3,3,3,3,1,3,3,4,4,1,2,1,1,2,1,2,1,2,5,10,1,1,1,4,4,4,3,2,4,2,4,4,4,4,4,2,2,4,7,4,2,4,2,0,27601,3,1,10,10,1,10,10,1,1,10,5,1,2,1,4,2,4,3,2,3,4,0,8,0,7,2,5,1,2,4,1,10,5,5,8,10,5,8,1,5,2,2,3,3,1,1,2,1,2,4,1,1961,56,1,1,1,0,2,3,2,4,2,7,3,0,0,1,1,2,11,0,1,99,0,0,10
5,1,1,2,1,2,2,2,2,10,10,2,2,2,4,3,3,4,2,2,2,1,3,1,2,2,3,3,3,2,3,3,2,3,3,1,3,4,2,1,1,2,1,3,2,3,8,5,6,6,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,7,4,3,4,1,0,27601,7,2,10,10,1,9,10,4,1,10,10,1,1,1,4,4,4,1,1,4,4,2,3,0,2,1,8,3,3,1,1,8,1,5,5,8,1,1,1,1,2,2,2,3,1,1,1,2,3,4,2,1969,48,1,1,1,4,4,3,2,5,3,2,1,3,2,2,1,2,32,0,9,31,0,0,9
5,1,3,2,3,1,3,1,2,9,6,2,1,2,4,2,4,1,4,1,1,3,4,1,2,3,4,3,3,2,3,3,3,3,1,3,4,1,2,1,1,2,1,2,2,3,5,5,5,5,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,0,27602,6,2,6,6,3,4,7,6,4,7,7,1,1,2,3,3,3,1,1,4,4,2,8,0,6,1,4,1,1,1,1,8,1,5,5,9,5,1,1,5,1,2,3,3,1,1,1,4,4,4,2,1961,56,1,1,1,2,2,3,2,3,2,3,2,3,2,2,1,2,52,0,6,72,0,0,6
5,1,1,1,2,2,4,1,3,9,10,2,1,2,5,3,3,2,5,2,1,2,5,1,2,1,3,3,3,2,4,4,2,4,1,4,4,1,2,1,1,1,2,2,1,3,2,5,3,5,3,4,3,4,3,3,3,3,3,3,4,4,4,2,3,3,4,4,4,4,1,0,27605,9,0,10,10,0,10,10,10,0,10,7,1,1,1,4,2,4,2,1,4,4,0,6,0,7,2,1,1,1,1,1,10,1,10,10,10,6,6,1,1,1,3,1,1,3,3,1,2,3,4,1,1973,44,1,6,1,0,2,3,2,4,2,7,3,7,3,1,1,2,33,0,1,41,0,0,9
5,1,2,2,4,3,4,2,3,9,10,1,1,2,5,2,5,0,3,2,4,0,0,1,2,1,2,2,2,0,0,4,2,4,4,0,3,2,2,1,1,4,3,3,3,3,5,3,0,3,3,4,3,2,2,1,2,2,1,1,1,1,1,1,1,1,10,2,2,4,1,0,0,1,0,1,10,5,2,1,6,1,10,10,4,4,1,3,3,0,0,1,0,4,0,8,0,7,3,1,1,1,1,1,0,6,0,1,10,5,0,1,1,0,0,1,4,2,4,1,2,2,4,1,1937,82,2,5,1,2,1,2,1,0,0,2,1,2,1,4,0,2,21,0,7,0,0,0,1
5,1,1,1,3,1,3,2,1,10,10,2,2,1,1,1,1,1,4,1,1,1,1,1,1,2,2,3,3,1,4,4,3,4,4,3,3,2,2,1,3,3,3,3,3,3,5,1,0,10,5,2,1,3,1,1,3,0,3,3,1,0,3,3,0,3,5,2,0,4,1,0,27601,10,1,10,10,1,10,10,10,0,10,5,1,1,1,4,0,4,1,1,4,4,2,3,0,6,1,10,5,1,1,1,5,1,1,1,10,1,1,0,1,1,5,1,1,1,1,1,4,4,4,2,1979,38,2,1,1,0,2,2,1,3,2,0,1,3,2,2,1,2,51,0,0,72,0,0,6
5,1,0,2,3,2,4,1,2,10,9,0,1,2,5,2,5,3,4,2,4,3,4,1,0,0,0,0,0,3,4,4,3,4,4,3,2,4,3,1,3,2,1,2,1,2,2,9,0,1,1,3,4,3,3,0,4,3,2,2,3,4,4,2,0,3,4,4,4,4,2,0,27604,10,1,10,10,1,10,10,6,1,10,5,1,1,1,4,0,0,3,1,0,4,1,7,0,7,3,0,2,2,2,2,10,4,10,10,10,8,10,1,1,0,4,2,1,2,1,2,2,4,4,1,1983,34,1,1,1,1,3,4,2,7,3,3,2,3,2,1,2,2,14,0,5,23,0,0,5
5,3,1,1,2,2,3,2,2,7,7,1,1,2,5,2,5,2,4,3,4,4,4,1,2,1,2,2,2,3,4,4,3,4,3,4,4,2,3,1,3,2,1,1,1,2,2,3,7,6,3,2,2,2,0,2,2,0,2,2,2,2,3,1,2,2,6,4,3,4,1,0,27604,7,1,10,8,1,9,10,5,1,10,8,1,4,1,4,3,3,2,2,3,4,0,8,0,7,2,2,3,4,5,2,10,5,8,10,7,0,8,3,1,0,5,1,2,2,4,3,2,3,3,1,1975,42,2,6,1,0,1,6,3,0,0,7,3,6,3,1,0,2,25,0,3,0,0,0,5
5,2,2,1,3,2,4,2,3,7,4,1,1,2,5,1,2,1,4,4,0,2,4,1,2,1,3,3,3,3,3,4,3,4,3,1,4,2,3,1,1,2,1,3,3,3,5,7,5,7,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,4,2,4,2,0,27607,8,1,9,8,1,9,10,9,2,10,4,1,1,2,3,3,3,2,2,2,4,0,8,0,7,2,1,2,5,2,4,10,8,10,10,10,7,10,1,4,2,2,2,3,2,2,2,3,4,4,1,1991,26,1,6,1,0,2,2,1,6,3,7,3,0,0,1,1,2,73,0,3,24,0,0,6
5,1,1,2,1,2,2,2,3,9,8,1,1,2,5,2,4,1,5,2,5,2,5,1,2,3,2,2,2,2,4,4,3,4,3,4,2,4,3,3,1,1,1,1,1,2,1,3,9,6,7,4,3,2,3,3,3,2,3,3,3,3,4,2,3,2,9,4,3,4,1,0,27605,10,1,10,10,7,10,10,9,1,10,9,1,1,1,4,2,4,2,2,4,4,0,8,0,1,1,9,1,10,1,1,10,7,8,10,7,3,10,1,1,2,4,2,2,2,1,3,2,4,3,2,1993,24,1,6,1,1,2,2,1,0,0,2,1,3,2,5,0,2,34,0,5,0,0,0,2
5,1,1,1,2,1,4,2,1,8,8,1,1,2,4,2,4,2,2,3,4,2,4,1,2,2,3,2,2,3,3,3,3,3,3,4,3,2,2,1,0,3,1,2,1,0,3,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,27604,8,1,10,10,8,9,10,8,1,9,6,1,1,2,0,2,0,3,2,3,4,0,6,0,7,2,2,1,7,1,2,10,5,9,10,9,9,9,1,1,2,4,2,2,3,1,3,4,4,4,2,1979,38,1,1,1,3,5,3,2,3,2,7,3,3,2,1,3,3,13,0,4,34,0,0,9
5,1,2,2,2,2,2,2,2,8,8,2,1,3,3,3,3,2,1,1,2,3,5,1,2,2,4,3,3,2,3,3,4,4,3,4,4,2,3,3,3,1,1,2,1,0,4,6,5,3,2,2,3,2,3,3,2,2,3,3,3,3,3,2,2,3,8,4,2,4,1,0,27604,8,1,10,10,1,10,10,3,5,10,7,1,1,2,2,0,4,2,1,4,4,1,3,0,5,2,8,2,3,1,1,10,3,5,5,7,7,5,1,1,4,3,3,4,1,2,2,2,4,4,1,1978,39,1,6,1,1,3,7,3,4,2,3,2,3,2,1,2,2,26,0,6,34,0,0,7
5,2,2,1,1,2,4,2,3,6,8,2,2,2,4,3,3,2,4,4,4,2,4,1,2,2,3,3,2,2,0,3,0,3,1,3,2,4,3,3,1,2,2,2,2,3,6,3,7,4,5,3,3,2,2,3,2,2,3,3,3,3,3,2,3,3,6,3,2,4,1,0,27605,10,3,10,10,0,10,10,9,1,10,6,1,1,2,4,4,3,1,2,3,4,0,8,0,6,2,4,3,2,2,3,7,3,6,6,7,6,4,1,1,3,3,2,2,2,2,1,2,0,3,2,1944,73,1,5,1,1,1,3,2,0,0,2,1,3,2,4,0,2,52,0,6,0,0,0,2
5,1,1,2,3,2,1,2,3,9,8,2,0,2,5,2,5,4,2,4,2,2,1,1,3,3,3,3,3,2,0,4,3,4,1,4,1,4,2,3,1,3,3,3,3,3,0,7,0,8,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,8,4,3,4,2,0,0,6,7,10,10,1,10,10,10,8,9,8,3,3,2,3,3,4,2,2,4,3,5,7,0,1,1,10,5,2,3,3,2,7,2,2,2,1,2,2,0,0,4,2,1,2,2,2,2,2,2,2,1952,65,2,5,1,5,4,0,1,0,0,0,1,0,1,5,0,0,0,0,9,0,0,0,3
5,1,3,2,2,2,1,2,2,6,4,2,2,1,2,2,4,4,4,2,2,4,1,1,2,2,3,3,3,3,4,4,3,4,1,4,1,3,1,3,1,2,2,3,2,3,5,3,2,4,7,2,0,3,2,2,1,2,2,2,2,2,2,2,2,2,10,3,2,3,1,0,27604,4,9,4,4,7,4,10,9,3,10,10,3,3,0,0,0,0,0,0,0,0,5,6,0,1,1,8,7,5,5,3,2,3,5,6,6,4,5,3,2,0,3,2,1,2,2,2,3,3,3,2,1985,32,2,1,1,5,6,3,2,3,2,2,1,2,1,5,1,0,0,0,8,99,0,0,5
5,1,2,2,1,2,1,2,2,7,7,1,1,1,2,1,2,2,2,2,2,1,3,1,2,2,2,2,2,1,2,2,3,1,2,3,1,4,2,3,1,2,2,3,3,3,6,3,5,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,3,4,1,0,27601,8,10,10,10,5,9,10,9,3,8,7,3,1,1,2,2,4,2,2,4,2,1,2,0,1,1,8,2,1,2,1,6,7,2,5,6,3,2,2,6,2,4,2,2,2,2,1,3,3,3,2,1941,76,2,5,1,2,1,3,2,0,0,3,2,3,2,4,0,2,75,0,4,0,0,0,1
5,1,1,1,3,3,2,2,2,7,3,2,2,2,4,1,1,1,1,1,1,1,4,1,3,2,4,4,4,1,3,4,1,4,2,1,4,2,3,3,1,1,1,3,1,3,9,7,3,5,4,4,3,4,0,1,4,4,4,4,4,4,4,4,4,4,3,2,2,4,1,0,27606,0,1,10,0,1,1,5,1,1,5,3,1,1,3,2,2,0,2,0,4,4,1,4,0,7,1,5,1,1,1,1,5,1,5,3,9,1,1,1,3,1,1,1,3,1,1,1,1,2,2,2,1953,64,1,1,1,4,2,3,2,5,3,3,2,3,2,4,4,2,52,0,6,31,0,0,4
5,1,1,2,2,1,4,2,3,6,5,2,1,2,5,3,3,1,3,3,1,1,4,1,4,2,3,3,3,2,4,4,3,4,1,3,1,4,2,3,1,3,1,3,3,3,4,6,5,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,4,2,0,27602,9,5,10,10,0,10,10,8,5,7,9,3,1,0,0,3,2,1,0,3,4,0,8,0,7,2,1,2,5,1,4,10,4,6,6,10,1,1,1,10,2,4,2,2,1,1,2,2,3,4,1,1993,24,1,6,1,0,2,3,2,3,2,3,2,3,2,1,1,2,42,0,5,75,0,0,4
5,1,1,2,3,2,4,3,3,3,4,2,2,1,2,1,2,1,2,5,1,1,1,1,2,1,3,2,2,1,4,2,2,3,1,3,3,4,2,1,1,4,3,3,3,3,3,2,5,5,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,2,4,1,0,27602,5,1,10,5,1,7,6,10,1,8,5,1,1,2,4,4,4,2,1,4,4,0,8,0,6,2,1,1,1,1,1,9,1,1,5,10,1,1,1,1,1,3,2,2,1,1,2,2,0,2,2,1937,82,1,6,1,0,1,5,3,0,0,2,1,3,2,4,0,2,75,0,5,0,0,0,1
5,1,2,2,4,1,1,3,2,7,10,2,0,1,1,2,4,0,2,2,1,1,1,1,4,1,3,4,4,1,3,3,3,3,1,0,1,3,1,1,0,4,0,0,0,0,0,0,0,1,1,1,4,3,0,2,2,3,2,2,1,0,0,0,2,3,5,0,0,4,1,0,0,10,0,10,10,1,10,10,10,1,10,5,4,4,0,0,0,0,0,0,0,0,5,4,0,4,2,10,1,1,1,1,1,1,1,5,5,1,1,1,7,0,4,2,2,2,2,2,1,2,2,1,1994,23,2,6,1,0,2,5,3,0,0,7,3,7,3,7,0,2,35,0,3,0,0,0,1
5,1,2,1,3,1,4,3,2,7,5,2,1,2,4,1,1,1,3,5,1,1,3,2,3,2,3,3,3,4,4,4,4,4,3,4,3,1,1,3,2,2,1,3,3,2,5,10,3,1,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,3,8,3,3,4,1,0,0,2,0,10,10,0,10,8,2,5,2,7,3,3,2,4,4,4,1,1,4,4,0,6,0,7,2,1,1,1,1,1,10,4,8,6,10,1,1,1,10,1,1,2,3,2,2,2,2,4,4,2,1969,48,1,1,1,5,3,3,2,6,3,3,2,3,2,1,1,2,43,0,6,31,0,0,3
5,1,3,4,3,2,4,2,3,10,5,2,1,2,4,3,3,1,1,2,1,2,2,1,3,2,4,3,4,0,4,4,2,4,1,3,1,3,1,3,1,3,3,3,3,3,6,5,6,7,1,4,2,4,3,2,0,2,2,2,2,4,3,4,3,2,2,3,3,4,1,0,0,10,1,10,8,1,10,8,8,0,10,5,3,3,1,4,4,3,1,1,4,4,0,8,0,7,2,1,2,1,1,1,1,5,3,3,5,1,1,1,5,2,3,2,3,2,2,2,2,2,4,1,1944,73,1,1,1,4,2,3,2,3,2,0,0,0,0,4,4,3,81,0,66,52,0,0,2
5,1,1,1,3,2,3,2,1,8,6,2,1,2,4,3,3,2,4,4,1,1,4,1,3,2,3,3,3,2,3,3,3,3,3,0,1,4,2,1,1,2,1,2,1,2,3,6,7,5,4,3,3,3,2,2,3,2,3,3,3,3,3,2,2,3,4,3,3,4,2,0,27605,10,0,10,10,1,10,10,5,1,10,6,1,1,2,3,2,3,2,2,3,4,0,8,0,7,2,3,3,3,3,2,10,3,7,8,5,5,5,1,5,2,4,2,3,2,2,2,2,4,4,1,1987,30,1,6,1,0,2,3,2,7,3,3,2,3,2,1,1,1,83,0,0,23,0,0,8
5,1,1,1,1,1,2,2,2,8,8,1,1,2,5,2,5,1,0,2,4,2,0,1,2,2,2,2,2,4,4,4,4,4,3,1,4,2,3,0,1,1,1,1,1,1,3,7,8,8,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,8,4,3,4,1,0,27601,9,0,10,10,0,10,10,4,0,10,8,1,1,2,4,2,4,2,2,3,4,0,6,0,5,1,7,1,1,1,1,10,10,10,10,9,9,10,8,1,2,0,2,3,1,2,2,3,4,4,2,1953,64,1,1,1,2,2,7,3,7,3,3,2,6,3,2,2,1,23,0,2,23,0,0,9
5,1,1,2,2,2,3,2,3,8,7,2,1,3,3,3,3,2,4,2,3,3,3,1,2,2,3,3,3,3,3,3,3,3,1,3,2,4,3,1,3,2,1,1,1,2,6,3,4,4,3,3,3,3,3,2,2,3,2,2,3,3,4,2,3,2,6,3,2,4,1,0,27601,10,1,10,10,1,10,10,9,1,10,6,1,1,1,3,3,3,2,1,3,4,0,8,0,7,0,7,1,3,1,1,9,7,9,9,9,5,5,1,1,3,4,1,3,3,3,1,1,1,1,1,1954,63,1,1,1,4,3,6,3,4,2,3,2,4,2,3,1,0,99,0,4,41,0,0,7
5,1,2,2,4,1,2,1,1,7,7,2,2,2,5,2,5,4,3,2,1,2,2,1,2,2,4,2,2,1,3,3,2,3,1,3,3,1,1,3,1,4,3,3,1,3,3,8,4,3,3,2,2,3,2,1,2,1,3,3,2,3,1,2,1,2,9,4,2,3,1,0,27601,4,2,8,7,1,6,7,2,2,8,8,4,4,1,4,4,4,1,1,4,4,5,8,0,1,1,8,4,1,1,1,2,1,1,2,1,1,1,1,1,0,4,2,2,1,2,1,2,2,3,1,1985,32,2,1,1,1,3,4,2,4,2,5,3,3,2,1,5,2,81,0,6,51,0,0,4
5,2,2,2,4,2,4,1,2,7,7,2,2,3,3,3,3,2,2,1,4,1,3,2,2,2,2,2,2,3,1,3,2,3,3,2,4,2,3,3,3,2,2,3,1,3,6,4,8,8,3,2,1,2,2,2,2,2,3,3,2,2,3,2,1,2,7,3,2,3,2,0,27602,4,4,8,6,4,4,5,5,3,8,7,1,1,2,3,3,3,3,2,2,2,1,7,0,7,2,2,3,1,5,2,5,1,5,7,7,2,2,1,1,1,5,3,3,3,2,2,2,2,2,1,1943,74,2,1,1,0,2,2,1,5,3,2,1,3,2,4,7,2,71,0,7,32,0,0,2
5,1,1,2,2,2,1,2,2,7,10,0,1,2,5,2,5,5,3,1,2,2,4,1,2,2,3,3,3,1,3,3,1,3,3,2,1,3,1,1,1,2,0,0,3,3,0,9,9,2,0,1,0,2,2,2,2,2,3,3,2,2,3,2,2,3,7,1,0,0,1,0,0,10,0,0,6,0,0,0,10,0,10,7,1,1,0,0,0,2,0,0,0,0,8,1,0,1,1,10,10,0,5,0,1,1,1,1,1,1,1,1,1,0,3,2,3,2,1,2,3,2,3,2,1996,21,1,6,2,0,6,3,2,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,2
5,1,1,2,4,4,4,1,3,6,5,2,0,3,3,3,3,3,3,1,3,3,3,1,2,2,3,2,3,4,2,1,2,3,3,4,1,4,2,1,1,4,3,3,3,3,0,6,0,5,0,0,2,3,4,1,0,2,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,1,1,10,10,1,10,10,6,1,7,9,4,4,0,0,0,0,0,0,0,0,0,8,0,2,1,10,1,1,1,1,3,5,3,3,2,4,1,1,1,0,3,3,3,1,2,2,2,3,4,2,1960,57,2,1,1,3,6,1,1,1,1,0,0,0,0,7,7,0,0,0,0,75,0,0,0
5,1,2,2,4,1,4,2,1,9,9,2,0,3,3,3,3,2,3,2,2,2,2,1,3,2,3,2,2,1,4,4,3,4,1,3,2,3,2,3,3,4,3,3,1,2,4,4,5,6,5,3,2,3,2,2,4,3,3,3,3,4,3,3,2,3,5,4,3,4,1,0,0,10,1,10,10,1,10,10,10,1,4,5,3,3,4,4,4,4,4,4,4,3,0,8,0,7,0,3,1,3,1,1,10,7,8,8,8,2,1,3,2,2,3,3,3,2,2,2,4,4,4,2,1989,28,1,6,1,1,2,2,1,0,0,2,1,3,2,7,0,2,91,0,6,0,0,0,2
5,1,1,1,2,2,3,2,3,7,7,2,3,2,4,1,2,2,4,4,1,2,4,1,2,1,3,2,2,3,3,4,4,3,1,3,2,3,2,1,1,2,1,3,1,3,6,3,3,5,5,4,2,3,3,2,3,3,3,3,3,3,3,2,2,2,6,4,2,4,1,0,27603,7,1,10,7,6,10,10,7,1,9,6,1,1,2,4,2,4,3,1,0,4,2,6,0,7,1,3,1,5,3,1,5,1,1,10,10,10,1,1,5,1,2,2,2,2,2,2,1,4,4,2,1976,41,1,1,1,1,3,3,2,3,2,3,2,3,2,1,3,1,32,0,6,26,0,0,6
5,2,1,2,3,1,4,2,3,10,8,2,2,2,5,2,4,2,1,1,2,2,2,1,2,2,3,4,4,1,3,3,2,2,4,3,1,2,2,3,1,2,2,3,2,3,6,3,4,8,3,3,3,2,3,1,3,2,2,2,3,3,3,3,3,3,8,3,3,4,1,0,27602,10,0,10,8,0,8,10,10,1,10,10,2,3,3,4,3,3,2,1,4,4,0,8,0,7,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1,1,2,4,2,1961,56,1,1,2,2,3,3,2,3,2,2,1,3,2,1,1,2,51,0,8,93,0,0,4
5,1,2,2,1,4,1,3,5,6,4,2,3,2,5,1,2,4,1,4,1,1,2,1,3,2,3,3,3,0,4,4,2,4,3,4,1,3,1,3,1,1,2,3,2,3,3,10,7,1,3,2,3,4,2,2,3,2,2,2,3,3,3,2,3,2,1,3,4,4,1,0,27601,10,10,10,10,0,6,10,4,7,10,6,1,1,2,4,0,4,2,1,4,4,1,2,0,1,1,10,1,1,1,1,1,1,1,6,1,1,1,1,3,1,3,2,1,1,1,1,2,2,4,2,1940,77,1,1,1,2,2,2,1,5,3,1,1,3,2,4,4,0,93,0,0,31,0,0,2
5,2,1,1,3,1,4,2,2,5,5,2,3,3,3,3,3,1,1,2,1,2,2,1,2,1,2,2,2,2,3,4,2,2,3,1,2,3,2,3,1,3,1,3,2,3,5,4,5,4,4,4,3,3,0,2,3,3,2,2,4,4,3,3,2,0,4,4,2,4,1,0,0,10,0,10,7,1,4,10,7,1,5,0,3,3,3,4,0,4,0,2,4,0,2,8,0,7,2,1,1,1,1,3,10,7,5,5,6,1,5,1,1,1,3,2,2,2,2,2,2,3,4,1,1977,40,1,1,1,1,3,3,2,3,2,3,2,3,2,1,1,2,96,0,9,51,0,0,2
5,2,2,1,2,3,2,2,1,8,10,2,2,3,3,2,4,4,4,4,5,2,4,1,2,1,3,3,3,0,3,2,1,0,3,1,2,4,3,1,3,1,1,3,1,3,7,8,5,4,2,3,3,2,3,2,2,2,1,1,2,3,3,3,1,1,7,4,3,4,1,0,27603,8,1,9,9,1,9,10,1,1,10,7,1,1,1,4,3,4,2,1,4,4,0,4,0,1,1,10,1,1,1,1,4,0,1,4,10,1,1,1,1,2,2,2,2,2,2,2,1,3,4,1,1939,78,1,5,1,1,1,6,3,0,0,0,0,0,0,4,0,2,99,0,0,0,0,0,8
5,1,1,1,3,1,1,4,1,1,10,1,1,2,4,2,4,2,1,1,1,4,1,1,2,1,4,2,1,2,4,1,2,4,1,3,4,2,3,3,2,4,3,3,3,3,0,4,5,1,5,1,0,0,0,1,2,2,2,2,2,2,3,2,2,2,10,3,3,4,1,0,27601,10,1,10,10,1,10,10,10,5,10,10,4,4,1,4,0,0,0,0,0,0,5,8,0,7,2,10,1,1,1,1,10,3,3,2,7,6,3,1,1,0,5,1,2,1,1,1,1,2,2,1,1984,33,2,6,1,0,1,0,0,0,0,0,0,0,0,1,0,2,94,0,4,0,0,0,1
5,1,1,1,3,2,2,2,2,8,5,2,1,2,5,1,2,1,5,2,4,2,5,1,3,3,3,0,0,2,4,4,2,4,3,4,4,2,3,3,1,3,2,3,2,3,0,3,3,2,2,1,1,3,3,1,3,2,3,3,3,3,3,1,2,3,6,4,4,4,2,0,0,8,1,10,7,1,10,10,1,5,10,4,1,1,2,3,2,3,2,3,0,4,2,7,0,4,1,8,1,3,1,2,10,2,5,7,7,3,0,2,3,4,3,3,2,2,2,3,4,3,4,2,1997,20,1,6,2,0,4,3,2,0,0,2,1,2,1,1,0,2,34,0,6,0,0,0,0
5,1,2,1,2,2,4,2,3,8,7,2,1,2,4,1,1,4,2,2,2,2,1,1,2,1,3,3,2,2,3,3,3,3,1,4,4,1,2,3,1,2,2,3,2,2,3,1,4,3,1,4,2,3,2,2,3,2,2,2,2,3,3,3,2,3,2,3,2,3,2,0,0,7,3,10,8,4,8,9,7,5,9,4,1,1,2,3,3,3,2,2,3,4,0,8,0,7,2,1,1,1,1,1,1,1,3,3,2,3,1,2,8,1,4,2,2,1,2,2,2,3,4,1,1937,81,1,1,1,3,2,3,2,3,2,3,2,3,2,4,4,2,75,0,6,75,0,0,4
5,1,2,2,2,1,1,3,3,7,9,2,1,2,4,1,2,4,4,4,2,2,3,2,2,2,2,2,2,1,4,4,3,4,1,2,1,2,2,3,1,2,2,3,2,3,5,6,3,3,1,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,6,2,3,4,1,0,27605,5,2,8,6,1,9,10,2,6,9,7,1,1,3,3,2,3,3,2,3,4,2,2,0,1,1,10,2,1,1,2,1,1,1,2,1,1,1,1,1,0,3,2,1,3,3,2,2,2,3,2,1988,29,2,1,1,0,2,7,3,2,1,3,2,2,1,8,7,2,21,0,3,34,0,0,2
